sample_id	tissue	color
356378318.CEL	brain_cortex_like	"#D16100"
GSM48098.CEL	gingiva_like	"#FF4A46"
GSM48099.CEL	gingiva_like	"#FF4A46"
GSM48100.CEL	gingiva_like	"#FF4A46"
GSM48610.CEL	brain_like	"#FEFFE6"
GSM133639.CEL	brain_like	"#FEFFE6"
GSM108545.CEL	brain_like	"#FEFFE6"
GSM108541.CEL	brain_like	"#FEFFE6"
GSM108543.CEL	brain_like	"#FEFFE6"
GSM108544.CEL	brain_like	"#FEFFE6"
GSM108540.CEL	brain_like	"#FEFFE6"
901547435.CEL	blood_like	"#A1C299"
901547471.CEL	blood_like	"#A1C299"
901547444.CEL	blood_like	"#A1C299"
901547462.CEL	blood_like	"#A1C299"
901547498.CEL	blood_like	"#A1C299"
901547480.CEL	blood_like	"#A1C299"
1229967952.CEL	mammary_like	"#1CE6FF"
GSM108865.CEL	lung_like	"#008941"
GSM133637.CEL	colon_like	"#0000A6"
1229968064.CEL	mammary_like	"#1CE6FF"
1229968120.CEL	mammary_like	"#1CE6FF"
GSM108857.CEL	lung_like	"#008941"
1229968048.CEL	mammary_like	"#1CE6FF"
GSM108859.CEL	lung_like	"#008941"
GSM108861.CEL	lung_like	"#008941"
1229967856.CEL	mammary_like	"#1CE6FF"
GSM108863.CEL	lung_like	"#008941"
1229968096.CEL	mammary_like	"#1CE6FF"
1229967912.CEL	mammary_like	"#1CE6FF"
1229968008.CEL	mammary_like	"#1CE6FF"
1229968128.CEL	mammary_like	"#1CE6FF"
GSM108867.CEL	lung_like	"#008941"
GSM108869.CEL	lung_like	"#008941"
1229967992.CEL	mammary_like	"#1CE6FF"
GSM108871.CEL	lung_like	"#008941"
1229967968.CEL	mammary_like	"#1CE6FF"
GSM108875.CEL	lung_like	"#008941"
GSM108879.CEL	lung_like	"#008941"
1229967944.CEL	mammary_like	"#1CE6FF"
GSM108881.CEL	lung_like	"#008941"
GSM108883.CEL	lung_like	"#008941"
GSM108885.CEL	lung_like	"#008941"
GSM133653.CEL	colon_like	"#0000A6"
GSM144204.CEL	colon_like	"#0000A6"
GSM144202.CEL	colon_like	"#0000A6"
GSM144206.CEL	colon_like	"#0000A6"
GSM144205.CEL	colon_like	"#0000A6"
GSM144203.CEL	colon_like	"#0000A6"
GSM133592.CEL	colon_like	"#0000A6"
GSM41007.CEL	heart_like	"#FFAA92"
GSM14968.CEL	heart_like	"#FFAA92"
GSM14962.CEL	heart_like	"#FFAA92"
GSM14965.CEL	heart_like	"#FFAA92"
GSM14960.CEL	heart_like	"#FFAA92"
GSM41009.CEL	heart_like	"#FFAA92"
GSM41002.CEL	heart_like	"#FFAA92"
GSM14973.CEL	heart_like	"#FFAA92"
GSM14961.CEL	heart_like	"#FFAA92"
GSM41013.CEL	heart_like	"#FFAA92"
GSM40990.CEL	heart_like	"#FFAA92"
GSM14966.CEL	heart_like	"#FFAA92"
GSM14963.CEL	heart_like	"#FFAA92"
GSM41011.CEL	heart_like	"#FFAA92"
GSM41004.CEL	heart_like	"#FFAA92"
GSM40999.CEL	heart_like	"#FFAA92"
GSM41014.CEL	heart_like	"#FFAA92"
GSM40992.CEL	heart_like	"#FFAA92"
GSM40994.CEL	heart_like	"#FFAA92"
GSM14959.CEL	heart_like	"#FFAA92"
GSM41000.CEL	heart_like	"#FFAA92"
GSM41005.CEL	heart_like	"#FFAA92"
GSM41012.CEL	heart_like	"#FFAA92"
GSM14969.CEL	heart_like	"#FFAA92"
GSM40996.CEL	heart_like	"#FFAA92"
GSM40998.CEL	heart_like	"#FFAA92"
GSM41008.CEL	heart_like	"#FFAA92"
GSM14972.CEL	heart_like	"#FFAA92"
GSM14967.CEL	heart_like	"#FFAA92"
GSM40997.CEL	heart_like	"#FFAA92"
GSM41006.CEL	heart_like	"#FFAA92"
GSM40995.CEL	heart_like	"#FFAA92"
GSM40993.CEL	heart_like	"#FFAA92"
GSM41003.CEL	heart_like	"#FFAA92"
GSM14844.CEL	heart_like	"#FFAA92"
GSM82384.CEL	heart_like	"#FFAA92"
GSM33094.CEL	heart_like	"#FFAA92"
GSM82389.CEL	heart_like	"#FFAA92"
GSM40981.CEL	heart_like	"#FFAA92"
GSM33115.CEL	heart_like	"#FFAA92"
GSM82388.CEL	heart_like	"#FFAA92"
GSM14937.CEL	heart_like	"#FFAA92"
GSM14946.CEL	heart_like	"#FFAA92"
GSM33102.CEL	heart_like	"#FFAA92"
GSM14939.CEL	heart_like	"#FFAA92"
GSM82381.CEL	heart_like	"#FFAA92"
GSM14942.CEL	heart_like	"#FFAA92"
GSM33093.CEL	heart_like	"#FFAA92"
GSM14936.CEL	heart_like	"#FFAA92"
GSM14956.CEL	heart_like	"#FFAA92"
GSM40983.CEL	heart_like	"#FFAA92"
GSM14948.CEL	heart_like	"#FFAA92"
GSM33098.CEL	heart_like	"#FFAA92"
GSM82392.CEL	heart_like	"#FFAA92"
GSM14940.CEL	heart_like	"#FFAA92"
GSM40988.CEL	heart_like	"#FFAA92"
GSM33095.CEL	heart_like	"#FFAA92"
GSM33121.CEL	heart_like	"#FFAA92"
GSM14952.CEL	heart_like	"#FFAA92"
GSM14954.CEL	heart_like	"#FFAA92"
GSM14938.CEL	heart_like	"#FFAA92"
GSM82390.CEL	heart_like	"#FFAA92"
GSM82387.CEL	heart_like	"#FFAA92"
GSM14943.CEL	heart_like	"#FFAA92"
GSM40984.CEL	heart_like	"#FFAA92"
GSM82383.CEL	heart_like	"#FFAA92"
GSM40989.CEL	heart_like	"#FFAA92"
GSM82385.CEL	heart_like	"#FFAA92"
GSM33104.CEL	heart_like	"#FFAA92"
GSM14941.CEL	heart_like	"#FFAA92"
GSM33100.CEL	heart_like	"#FFAA92"
GSM14953.CEL	heart_like	"#FFAA92"
GSM82386.CEL	heart_like	"#FFAA92"
GSM14947.CEL	heart_like	"#FFAA92"
GSM82382.CEL	heart_like	"#FFAA92"
GSM14955.CEL	heart_like	"#FFAA92"
GSM14949.CEL	heart_like	"#FFAA92"
GSM40987.CEL	heart_like	"#FFAA92"
GSM33099.CEL	heart_like	"#FFAA92"
GSM14950.CEL	heart_like	"#FFAA92"
GSM33105.CEL	heart_like	"#FFAA92"
GSM40980.CEL	heart_like	"#FFAA92"
GSM40986.CEL	heart_like	"#FFAA92"
GSM14944.CEL	heart_like	"#FFAA92"
GSM82391.CEL	heart_like	"#FFAA92"
GSM40982.CEL	heart_like	"#FFAA92"
503316308.CEL	kidney_like	"#5A0007"
503316590.CEL	kidney_like	"#5A0007"
503316218.CEL	kidney_like	"#5A0007"
503316435.CEL	kidney_like	"#5A0007"
503316262.CEL	kidney_like	"#5A0007"
503316169.CEL	kidney_like	"#5A0007"
GSM48558.CEL	kidney_like	"#5A0007"
503316397.CEL	kidney_like	"#5A0007"
503316125.CEL	kidney_like	"#5A0007"
503316081.CEL	kidney_like	"#5A0007"
GSM48669.CEL	kidney_like	"#5A0007"
503316471.CEL	kidney_like	"#5A0007"
503316011.CEL	kidney_like	"#5A0007"
503316632.CEL	kidney_like	"#5A0007"
503316546.CEL	kidney_like	"#5A0007"
503316506.CEL	kidney_like	"#5A0007"
503316677.CEL	kidney_like	"#5A0007"
503316352.CEL	kidney_like	"#5A0007"
GSM37487.CEL	kidney_like	"#5A0007"
GSM37489.CEL	kidney_like	"#5A0007"
GSM37488.CEL	kidney_like	"#5A0007"
GSM37485.CEL	kidney_like	"#5A0007"
GSM37486.CEL	kidney_like	"#5A0007"
GSM37490.CEL	kidney_like	"#5A0007"
GSM156769.CEL	cervix_like	"#3B5DFF"
GSM23372.CEL	cervix_like	"#3B5DFF"
919973848.CEL	cervix_like	"#3B5DFF"
GSM23377.CEL	cervix_like	"#3B5DFF"
GSM156770.CEL	cervix_like	"#3B5DFF"
GSM23373.CEL	cervix_like	"#3B5DFF"
GSM161674.CEL	cervix_like	"#3B5DFF"
919973857.CEL	cervix_like	"#3B5DFF"
863470013.CEL	cervix_like	"#3B5DFF"
GSM23383.CEL	cervix_like	"#3B5DFF"
863470004.CEL	cervix_like	"#3B5DFF"
919973866.CEL	cervix_like	"#3B5DFF"
GSM156766.CEL	cervix_like	"#3B5DFF"
GSM23382.CEL	cervix_like	"#3B5DFF"
GSM161686.CEL	cervix_like	"#3B5DFF"
863469995.CEL	cervix_like	"#3B5DFF"
863469941.CEL	cervix_like	"#3B5DFF"
863469959.CEL	cervix_like	"#3B5DFF"
863469950.CEL	cervix_like	"#3B5DFF"
GSM23378.CEL	cervix_like	"#3B5DFF"
GSM156768.CEL	cervix_like	"#3B5DFF"
863469986.CEL	cervix_like	"#3B5DFF"
GSM156767.CEL	cervix_like	"#3B5DFF"
GSM161678.CEL	cervix_like	"#3B5DFF"
GSM161679.CEL	cervix_like	"#3B5DFF"
919973839.CEL	cervix_like	"#3B5DFF"
863469968.CEL	cervix_like	"#3B5DFF"
863469977.CEL	cervix_like	"#3B5DFF"
GSM23384.CEL	cervix_like	"#3B5DFF"
GSM161670.CEL	cervix_like	"#3B5DFF"
GSM156765.CEL	cervix_like	"#3B5DFF"
919973875.CEL	cervix_like	"#3B5DFF"
481789443.CEL	cervix_like	"#3B5DFF"
481789386.CEL	cervix_like	"#3B5DFF"
481788973.CEL	cervix_like	"#3B5DFF"
481789094.CEL	cervix_like	"#3B5DFF"
481789329.CEL	cervix_like	"#3B5DFF"
481789037.CEL	cervix_like	"#3B5DFF"
481789215.CEL	cervix_like	"#3B5DFF"
481789507.CEL	cervix_like	"#3B5DFF"
481788916.CEL	cervix_like	"#3B5DFF"
481789272.CEL	cervix_like	"#3B5DFF"
1203237812.CEL	bone_like	"#000000"
GSM87721.CEL	blood_like	"#A1C299"
GSM87701.CEL	blood_like	"#A1C299"
GSM87711.CEL	blood_like	"#A1C299"
325610755.CEL	bone_like	"#000000"
GSM86783.CEL	blood_like	"#A1C299"
GSM87715.CEL	blood_like	"#A1C299"
GSM87719.CEL	blood_like	"#A1C299"
GSM87699.CEL	blood_like	"#A1C299"
325610813.CEL	blood_like	"#A1C299"
GSM87717.CEL	blood_like	"#A1C299"
GSM86781.CEL	blood_like	"#A1C299"
325610697.CEL	bone_like	"#000000"
1203237830.CEL	bone_like	"#000000"
GSM87713.CEL	blood_like	"#A1C299"
GSM87703.CEL	blood_like	"#A1C299"
422897763.CEL	larynx_like	"#7B4F4B"
422897237.CEL	larynx_like	"#7B4F4B"
422893208.CEL	larynx_like	"#7B4F4B"
422896495.CEL	larynx_like	"#7B4F4B"
422897010.CEL	larynx_like	"#7B4F4B"
422895477.CEL	larynx_like	"#7B4F4B"
422896746.CEL	larynx_like	"#7B4F4B"
422894960.CEL	larynx_like	"#7B4F4B"
422895718.CEL	larynx_like	"#7B4F4B"
422894425.CEL	larynx_like	"#7B4F4B"
557765704.CEL	liver_like	"#7A4900"
557765848.CEL	liver_like	"#7A4900"
557765712.CEL	liver_like	"#7A4900"
557765800.CEL	liver_like	"#7A4900"
557765736.CEL	liver_like	"#7A4900"
557765656.CEL	liver_like	"#7A4900"
557765472.CEL	liver_like	"#7A4900"
557765528.CEL	liver_like	"#7A4900"
557765456.CEL	liver_like	"#7A4900"
557765832.CEL	liver_like	"#7A4900"
557765792.CEL	liver_like	"#7A4900"
557765608.CEL	liver_like	"#7A4900"
557765760.CEL	liver_like	"#7A4900"
557765552.CEL	liver_like	"#7A4900"
557765400.CEL	liver_like	"#7A4900"
557765512.CEL	liver_like	"#7A4900"
557765728.CEL	liver_like	"#7A4900"
557765824.CEL	liver_like	"#7A4900"
557765616.CEL	liver_like	"#7A4900"
557765376.CEL	liver_like	"#7A4900"
557765440.CEL	liver_like	"#7A4900"
557765416.CEL	liver_like	"#7A4900"
557765624.CEL	liver_like	"#7A4900"
557765632.CEL	liver_like	"#7A4900"
557765536.CEL	liver_like	"#7A4900"
557765776.CEL	liver_like	"#7A4900"
557765544.CEL	liver_like	"#7A4900"
557765840.CEL	liver_like	"#7A4900"
557765880.CEL	liver_like	"#7A4900"
557765504.CEL	liver_like	"#7A4900"
557765688.CEL	liver_like	"#7A4900"
557765424.CEL	liver_like	"#7A4900"
557765432.CEL	liver_like	"#7A4900"
557765664.CEL	liver_like	"#7A4900"
557765408.CEL	liver_like	"#7A4900"
557765768.CEL	liver_like	"#7A4900"
557765464.CEL	liver_like	"#7A4900"
557765584.CEL	liver_like	"#7A4900"
557765808.CEL	liver_like	"#7A4900"
557765384.CEL	liver_like	"#7A4900"
557765576.CEL	liver_like	"#7A4900"
557765488.CEL	liver_like	"#7A4900"
557765856.CEL	liver_like	"#7A4900"
557765592.CEL	liver_like	"#7A4900"
557765680.CEL	liver_like	"#7A4900"
557765648.CEL	liver_like	"#7A4900"
557765816.CEL	liver_like	"#7A4900"
557765392.CEL	liver_like	"#7A4900"
557765720.CEL	liver_like	"#7A4900"
557765864.CEL	liver_like	"#7A4900"
557765496.CEL	liver_like	"#7A4900"
557765872.CEL	liver_like	"#7A4900"
557765560.CEL	liver_like	"#7A4900"
557765784.CEL	liver_like	"#7A4900"
557765640.CEL	liver_like	"#7A4900"
557765744.CEL	liver_like	"#7A4900"
557765480.CEL	liver_like	"#7A4900"
557765600.CEL	liver_like	"#7A4900"
557765672.CEL	liver_like	"#7A4900"
557765448.CEL	liver_like	"#7A4900"
GSM118873.CEL	blood_like	"#A1C299"
GSM112919.CEL	blood_like	"#A1C299"
GSM118875.CEL	blood_like	"#A1C299"
GSM118831.CEL	blood_like	"#A1C299"
GSM118841.CEL	blood_like	"#A1C299"
GSM118838.CEL	blood_like	"#A1C299"
GSM118858.CEL	blood_like	"#A1C299"
GSM118876.CEL	blood_like	"#A1C299"
GSM118874.CEL	blood_like	"#A1C299"
GSM118982.CEL	blood_like	"#A1C299"
GSM118828.CEL	blood_like	"#A1C299"
GSM119064.CEL	blood_like	"#A1C299"
GSM118861.CEL	blood_like	"#A1C299"
GSM112921.CEL	blood_like	"#A1C299"
GSM118872.CEL	blood_like	"#A1C299"
GSM118981.CEL	blood_like	"#A1C299"
GSM118859.CEL	blood_like	"#A1C299"
GSM118983.CEL	blood_like	"#A1C299"
GSM118839.CEL	blood_like	"#A1C299"
GSM119065.CEL	blood_like	"#A1C299"
GSM118830.CEL	blood_like	"#A1C299"
GSM118840.CEL	blood_like	"#A1C299"
GSM118857.CEL	blood_like	"#A1C299"
GSM118832.CEL	blood_like	"#A1C299"
GSM118829.CEL	blood_like	"#A1C299"
GSM119063.CEL	blood_like	"#A1C299"
GSM118984.CEL	blood_like	"#A1C299"
GSM21220.CEL	brain_hippocampus_like	"#FF34FF"
GSM21231.CEL	brain_hippocampus_like	"#FF34FF"
GSM21221.CEL	brain_hippocampus_like	"#FF34FF"
GSM21226.CEL	brain_hippocampus_like	"#FF34FF"
GSM21215.CEL	brain_hippocampus_like	"#FF34FF"
GSM21233.CEL	brain_hippocampus_like	"#FF34FF"
GSM21228.CEL	brain_hippocampus_like	"#FF34FF"
GSM21224.CEL	brain_hippocampus_like	"#FF34FF"
GSM21229.CEL	brain_hippocampus_like	"#FF34FF"
GSM21225.CEL	brain_hippocampus_like	"#FF34FF"
GSM21206.CEL	brain_hippocampus_like	"#FF34FF"
GSM21222.CEL	brain_hippocampus_like	"#FF34FF"
GSM21216.CEL	brain_hippocampus_like	"#FF34FF"
1345976222.CEL	mammary_like	"#1CE6FF"
1345976471.CEL	mammary_like	"#1CE6FF"
1345976373.CEL	mammary_like	"#1CE6FF"
1345976423.CEL	mammary_like	"#1CE6FF"
1345976275.CEL	mammary_like	"#1CE6FF"
1345976517.CEL	mammary_like	"#1CE6FF"
1345976169.CEL	mammary_like	"#1CE6FF"
1345975975.CEL	mammary_like	"#1CE6FF"
1345976025.CEL	mammary_like	"#1CE6FF"
1345976074.CEL	mammary_like	"#1CE6FF"
1345976122.CEL	mammary_like	"#1CE6FF"
GSM133602.CEL	lung_like	"#008941"
GSM133591.CEL	lung_like	"#008941"
GSM133554.CEL	mammary_like	"#1CE6FF"
GSM92817.CEL	colon_like	"#0000A6"
GSM92818.CEL	colon_like	"#0000A6"
GSM60143.CEL	colon_like	"#0000A6"
GSM60127.CEL	colon_like	"#0000A6"
GSM60142.CEL	colon_like	"#0000A6"
GSM60133.CEL	colon_like	"#0000A6"
GSM60134.CEL	colon_like	"#0000A6"
GSM133562.CEL	colon_like	"#0000A6"
GSM60137.CEL	colon_like	"#0000A6"
GSM60131.CEL	colon_like	"#0000A6"
GSM60130.CEL	colon_like	"#0000A6"
GSM60141.CEL	colon_like	"#0000A6"
GSM92814.CEL	colon_like	"#0000A6"
GSM92822.CEL	colon_like	"#0000A6"
GSM92819.CEL	colon_like	"#0000A6"
GSM92820.CEL	colon_like	"#0000A6"
GSM60132.CEL	colon_like	"#0000A6"
GSM60135.CEL	colon_like	"#0000A6"
GSM60128.CEL	colon_like	"#0000A6"
GSM60136.CEL	colon_like	"#0000A6"
GSM60140.CEL	colon_like	"#0000A6"
GSM92821.CEL	colon_like	"#0000A6"
GSM60129.CEL	colon_like	"#0000A6"
GSM60138.CEL	colon_like	"#0000A6"
GSM60139.CEL	colon_like	"#0000A6"
GSM92816.CEL	colon_like	"#0000A6"
GSM92815.CEL	colon_like	"#0000A6"
GSM171908.CEL	lung_like	"#008941"
GSM171836.CEL	lung_like	"#008941"
1347769995.CEL	hypothalmus_like	"#1B4400"
1347769700.CEL	hypothalmus_like	"#1B4400"
1347768992.CEL	hypothalmus_like	"#1B4400"
1347769287.CEL	hypothalmus_like	"#1B4400"
1347769818.CEL	hypothalmus_like	"#1B4400"
1347769936.CEL	hypothalmus_like	"#1B4400"
366330322.CEL	hypothalmus_like	"#1B4400"
1347769169.CEL	hypothalmus_like	"#1B4400"
1347769110.CEL	hypothalmus_like	"#1B4400"
1347769405.CEL	hypothalmus_like	"#1B4400"
1347770231.CEL	hypothalmus_like	"#1B4400"
1347770113.CEL	hypothalmus_like	"#1B4400"
1347769346.CEL	hypothalmus_like	"#1B4400"
1347769582.CEL	hypothalmus_like	"#1B4400"
1347769641.CEL	hypothalmus_like	"#1B4400"
1347769051.CEL	hypothalmus_like	"#1B4400"
1347770054.CEL	hypothalmus_like	"#1B4400"
1347769523.CEL	hypothalmus_like	"#1B4400"
1347769877.CEL	hypothalmus_like	"#1B4400"
1347769759.CEL	hypothalmus_like	"#1B4400"
GSM9514.CEL	lung_like	"#008941"
GSM9526.CEL	lung_like	"#008941"
GSM9524.CEL	lung_like	"#008941"
GSM9532.CEL	lung_like	"#008941"
GSM9530.CEL	lung_like	"#008941"
GSM9515.CEL	lung_like	"#008941"
GSM9522.CEL	lung_like	"#008941"
GSM9516.CEL	lung_like	"#008941"
GSM9534.CEL	lung_like	"#008941"
GSM9517.CEL	lung_like	"#008941"
GSM9525.CEL	lung_like	"#008941"
GSM133567.CEL	ovary_like	"#DDEFFF"
GSM64857.CEL	prostate_like	"#BA0900"
GSM64852.CEL	prostate_like	"#BA0900"
GSM64860.CEL	prostate_like	"#BA0900"
GSM64845.CEL	prostate_like	"#BA0900"
GSM64863.CEL	prostate_like	"#BA0900"
GSM64866.CEL	prostate_like	"#BA0900"
GSM63122.CEL	prostate_like	"#BA0900"
GSM63051.CEL	prostate_like	"#BA0900"
GSM64861.CEL	prostate_like	"#BA0900"
GSM64859.CEL	prostate_like	"#BA0900"
GSM64854.CEL	prostate_like	"#BA0900"
GSM64853.CEL	prostate_like	"#BA0900"
GSM64856.CEL	prostate_like	"#BA0900"
GSM64855.CEL	prostate_like	"#BA0900"
GSM64858.CEL	prostate_like	"#BA0900"
GSM64865.CEL	prostate_like	"#BA0900"
325609015.CEL	skin_like	"#FFDBE5"
325611161.CEL	skin_like	"#FFDBE5"
325608957.CEL	skin_like	"#FFDBE5"
325608899.CEL	skin_like	"#FFDBE5"
325611335.CEL	skin_like	"#FFDBE5"
325611277.CEL	skin_like	"#FFDBE5"
325610871.CEL	skin_like	"#FFDBE5"
325610987.CEL	skin_like	"#FFDBE5"
325611103.CEL	skin_like	"#FFDBE5"
325609073.CEL	skin_like	"#FFDBE5"
325611219.CEL	skin_like	"#FFDBE5"
325609131.CEL	skin_like	"#FFDBE5"
325611045.CEL	skin_like	"#FFDBE5"
325610929.CEL	skin_like	"#FFDBE5"
GSM159946.CEL	skin_like	"#FFDBE5"
GSM159948.CEL	skin_like	"#FFDBE5"
GSM159944.CEL	skin_like	"#FFDBE5"
GSM159949.CEL	skin_like	"#FFDBE5"
GSM159947.CEL	skin_like	"#FFDBE5"
GSM159945.CEL	skin_like	"#FFDBE5"
GSM159943.CEL	skin_like	"#FFDBE5"
GSM159950.CEL	skin_like	"#FFDBE5"
GSM12300.CEL	kidney_like	"#5A0007"
GSM12075.CEL	kidney_like	"#5A0007"
GSM35987.CEL	kidney_like	"#5A0007"
GSM35990.CEL	kidney_like	"#5A0007"
GSM35999.CEL	kidney_like	"#5A0007"
GSM35984.CEL	kidney_like	"#5A0007"
GSM35982.CEL	kidney_like	"#5A0007"
GSM35986.CEL	kidney_like	"#5A0007"
GSM35998.CEL	kidney_like	"#5A0007"
GSM35994.CEL	kidney_like	"#5A0007"
GSM35992.CEL	kidney_like	"#5A0007"
GSM12098.CEL	kidney_like	"#5A0007"
GSM12268.CEL	kidney_like	"#5A0007"
GSM36003.CEL	kidney_like	"#5A0007"
GSM35991.CEL	kidney_like	"#5A0007"
GSM36000.CEL	kidney_like	"#5A0007"
GSM36001.CEL	kidney_like	"#5A0007"
GSM12444.CEL	kidney_like	"#5A0007"
GSM35989.CEL	kidney_like	"#5A0007"
GSM35996.CEL	kidney_like	"#5A0007"
GSM35988.CEL	kidney_like	"#5A0007"
GSM35985.CEL	kidney_like	"#5A0007"
GSM36002.CEL	kidney_like	"#5A0007"
GSM35979.CEL	kidney_like	"#5A0007"
GSM35993.CEL	kidney_like	"#5A0007"
GSM35980.CEL	kidney_like	"#5A0007"
GSM11823.CEL	kidney_like	"#5A0007"
GSM12283.CEL	kidney_like	"#5A0007"
GSM35997.CEL	kidney_like	"#5A0007"
GSM12270.CEL	kidney_like	"#5A0007"
GSM12298.CEL	kidney_like	"#5A0007"
GSM12399.CEL	kidney_like	"#5A0007"
GSM12105.CEL	kidney_like	"#5A0007"
GSM11814.CEL	kidney_like	"#5A0007"
GSM146790.CEL	kidney_like	"#5A0007"
GSM146784.CEL	kidney_like	"#5A0007"
GSM146782.CEL	kidney_like	"#5A0007"
GSM146780.CEL	kidney_like	"#5A0007"
GSM146792.CEL	kidney_like	"#5A0007"
GSM146789.CEL	kidney_like	"#5A0007"
GSM146778.CEL	kidney_like	"#5A0007"
GSM146796.CEL	kidney_like	"#5A0007"
GSM146794.CEL	kidney_like	"#5A0007"
GSM133663.CEL	colon_like	"#0000A6"
GSM143347.CEL	bone_like	"#000000"
GSM143346.CEL	bone_like	"#000000"
GSM143331.CEL	bone_like	"#000000"
GSM143335.CEL	bone_like	"#000000"
GSM143332.CEL	bone_like	"#000000"
GSM143350.CEL	bone_like	"#000000"
GSM143337.CEL	bone_like	"#000000"
325610465.CEL	skin_like	"#FFDBE5"
GSM94327.CEL	lung_like	"#008941"
GSM94326.CEL	lung_like	"#008941"
GSM94325.CEL	lung_like	"#008941"
GSM42815.CEL	blood_like	"#A1C299"
GSM42766.CEL	blood_like	"#A1C299"
GSM42787.CEL	blood_like	"#A1C299"
GSM73505.CEL	blood_like	"#A1C299"
GSM42750.CEL	blood_like	"#A1C299"
GSM42755.CEL	blood_like	"#A1C299"
GSM42781.CEL	blood_like	"#A1C299"
GSM73506.CEL	blood_like	"#A1C299"
GSM42748.CEL	blood_like	"#A1C299"
GSM42793.CEL	blood_like	"#A1C299"
GSM73483.CEL	blood_like	"#A1C299"
GSM73490.CEL	blood_like	"#A1C299"
GSM73459.CEL	blood_like	"#A1C299"
GSM73423.CEL	blood_like	"#A1C299"
GSM73444.CEL	blood_like	"#A1C299"
GSM42790.CEL	blood_like	"#A1C299"
GSM73473.CEL	blood_like	"#A1C299"
GSM73427.CEL	blood_like	"#A1C299"
GSM73472.CEL	blood_like	"#A1C299"
GSM42791.CEL	blood_like	"#A1C299"
GSM129729.CEL	blood_like	"#A1C299"
GSM73461.CEL	blood_like	"#A1C299"
GSM42769.CEL	blood_like	"#A1C299"
GSM73446.CEL	blood_like	"#A1C299"
GSM73424.CEL	blood_like	"#A1C299"
GSM73460.CEL	blood_like	"#A1C299"
GSM129735.CEL	blood_like	"#A1C299"
GSM42745.CEL	blood_like	"#A1C299"
GSM73426.CEL	blood_like	"#A1C299"
GSM73429.CEL	blood_like	"#A1C299"
GSM73499.CEL	blood_like	"#A1C299"
GSM73474.CEL	blood_like	"#A1C299"
GSM42813.CEL	blood_like	"#A1C299"
GSM129741.CEL	blood_like	"#A1C299"
GSM42773.CEL	blood_like	"#A1C299"
GSM73439.CEL	blood_like	"#A1C299"
GSM42758.CEL	blood_like	"#A1C299"
GSM42782.CEL	blood_like	"#A1C299"
GSM129744.CEL	blood_like	"#A1C299"
GSM42786.CEL	blood_like	"#A1C299"
GSM129738.CEL	blood_like	"#A1C299"
GSM73504.CEL	blood_like	"#A1C299"
GSM73500.CEL	blood_like	"#A1C299"
GSM129732.CEL	blood_like	"#A1C299"
GSM73428.CEL	blood_like	"#A1C299"
GSM42796.CEL	blood_like	"#A1C299"
GSM73475.CEL	blood_like	"#A1C299"
GSM42749.CEL	blood_like	"#A1C299"
GSM73488.CEL	blood_like	"#A1C299"
GSM42780.CEL	blood_like	"#A1C299"
GSM42798.CEL	blood_like	"#A1C299"
GSM73443.CEL	blood_like	"#A1C299"
GSM129747.CEL	blood_like	"#A1C299"
GSM73430.CEL	blood_like	"#A1C299"
GSM42800.CEL	blood_like	"#A1C299"
GSM42808.CEL	blood_like	"#A1C299"
GSM129765.CEL	blood_like	"#A1C299"
GSM129762.CEL	blood_like	"#A1C299"
GSM129756.CEL	blood_like	"#A1C299"
GSM129768.CEL	blood_like	"#A1C299"
GSM129753.CEL	blood_like	"#A1C299"
GSM129759.CEL	blood_like	"#A1C299"
GSM129750.CEL	blood_like	"#A1C299"
GSM48101.CEL	gingiva_like	"#FF4A46"
GSM48102.CEL	gingiva_like	"#FF4A46"
GSM48103.CEL	gingiva_like	"#FF4A46"
484696808.CEL	skin_like	"#FFDBE5"
382874628.CEL	liver_like	"#7A4900"
GSM94308.CEL	lung_like	"#008941"
GSM133662.CEL	skin_like	"#FFDBE5"
GSM94320.CEL	lung_like	"#008941"
GSM94311.CEL	lung_like	"#008941"
GSM94321.CEL	lung_like	"#008941"
GSM94322.CEL	lung_like	"#008941"
GSM94307.CEL	lung_like	"#008941"
391746209.CEL	lung_like	"#008941"
391749014.CEL	lung_like	"#008941"
391745989.CEL	lung_like	"#008941"
391746264.CEL	lung_like	"#008941"
391746154.CEL	lung_like	"#008941"
GSM144049.CEL	lung_like	"#008941"
391746539.CEL	lung_like	"#008941"
GSM144019.CEL	lung_like	"#008941"
391747474.CEL	lung_like	"#008941"
484692051.CEL	lung_like	"#008941"
GSM144034.CEL	lung_like	"#008941"
391746924.CEL	lung_like	"#008941"
GSM144030.CEL	lung_like	"#008941"
484692099.CEL	lung_like	"#008941"
484691931.CEL	lung_like	"#008941"
484691939.CEL	lung_like	"#008941"
391748739.CEL	lung_like	"#008941"
GSM108819.CEL	lung_like	"#008941"
391747529.CEL	lung_like	"#008941"
GSM144036.CEL	lung_like	"#008941"
GSM144025.CEL	lung_like	"#008941"
484692163.CEL	lung_like	"#008941"
391747914.CEL	lung_like	"#008941"
391748574.CEL	lung_like	"#008941"
484692043.CEL	lung_like	"#008941"
391746759.CEL	lung_like	"#008941"
484692187.CEL	lung_like	"#008941"
484692059.CEL	lung_like	"#008941"
GSM144042.CEL	lung_like	"#008941"
391746374.CEL	lung_like	"#008941"
484691899.CEL	lung_like	"#008941"
